,,,進捗/品質情報.総括表,進捗/品質情報.総括表,進捗/品質情報.総括表
PJ00000058,PJ名PJ00000058,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000058,PJ名PJ00000058,単体テスト,2010/7/10,2010/7/10,100
PJ00000058,PJ名PJ00000058,結合テスト,2010/9/20,2010/9/20,100
PJ00000058,PJ名PJ00000058,総合テスト,2010/9/28,2010/9/28,100
PJ00000059,PJ名PJ00000059,機能設計,2010/4/26,2010/4/26,100
PJ00000059,PJ名PJ00000059,詳細設計,2010/5/10,2010/5/10,100
PJ00000059,PJ名PJ00000059,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000059,PJ名PJ00000059,単体テスト,2010/7/10,2010/7/10,100
PJ00000059,PJ名PJ00000059,結合テスト,2010/9/20,2010/9/20,100
PJ00000059,PJ名PJ00000059,総合テスト,2010/9/28,2010/9/28,100
PJ00000060,PJ名PJ00000060,機能設計,2010/4/26,2010/4/26,100
PJ00000060,PJ名PJ00000060,詳細設計,2010/5/10,2010/5/10,100
PJ00000060,PJ名PJ00000060,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000060,PJ名PJ00000060,単体テスト,2010/7/10,2010/7/10,100
PJ00000060,PJ名PJ00000060,結合テスト,2010/9/20,2010/9/20,100
PJ00000060,PJ名PJ00000060,総合テスト,2010/9/28,2010/9/28,100
PJ00000061,PJ名PJ00000061,機能設計,2010/4/26,2010/4/26,100
PJ00000061,PJ名PJ00000061,詳細設計,2010/5/10,2010/5/10,100
PJ00000061,PJ名PJ00000061,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000061,PJ名PJ00000061,単体テスト,2010/7/10,2010/7/10,100
PJ00000061,PJ名PJ00000061,結合テスト,2010/9/20,2010/9/20,100
PJ00000061,PJ名PJ00000061,総合テスト,2010/9/28,2010/9/28,100
PJ00000062,PJ名PJ00000062,機能設計,2010/4/26,2010/4/26,100
PJ00000062,PJ名PJ00000062,詳細設計,2010/5/10,2010/5/10,100
PJ00000062,PJ名PJ00000062,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000062,PJ名PJ00000062,単体テスト,2010/7/10,2010/7/10,100
PJ00000062,PJ名PJ00000062,結合テスト,2010/9/20,2010/9/20,100
PJ00000062,PJ名PJ00000062,総合テスト,2010/9/28,2010/9/28,100
PJ00000063,PJ名PJ00000063,機能設計,2010/4/26,2010/4/26,100
PJ00000063,PJ名PJ00000063,詳細設計,2010/5/10,2010/5/10,100
PJ00000063,PJ名PJ00000063,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000063,PJ名PJ00000063,単体テスト,2010/7/10,2010/7/10,100
PJ00000063,PJ名PJ00000063,結合テスト,2010/9/20,2010/9/20,100
PJ00000063,PJ名PJ00000063,総合テスト,2010/9/28,2010/9/28,100
PJ00000064,PJ名PJ00000064,機能設計,2010/4/26,2010/4/26,100
PJ00000064,PJ名PJ00000064,詳細設計,2010/5/10,2010/5/10,100
PJ00000064,PJ名PJ00000064,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000064,PJ名PJ00000064,単体テスト,2010/7/10,2010/7/10,100
PJ00000064,PJ名PJ00000064,結合テスト,2010/9/20,2010/9/20,100
PJ00000064,PJ名PJ00000064,総合テスト,2010/9/28,2010/9/28,100
PJ00000065,PJ名PJ00000065,機能設計,2010/4/26,2010/4/26,100
PJ00000065,PJ名PJ00000065,詳細設計,2010/5/10,2010/5/10,100
PJ00000065,PJ名PJ00000065,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000065,PJ名PJ00000065,単体テスト,2010/7/10,2010/7/10,100
PJ00000065,PJ名PJ00000065,結合テスト,2010/9/20,2010/9/20,100
PJ00000065,PJ名PJ00000065,総合テスト,2010/9/28,2010/9/28,100
PJ00000066,PJ名PJ00000066,機能設計,2010/4/26,2010/4/26,100
PJ00000066,PJ名PJ00000066,詳細設計,2010/5/10,2010/5/10,100
PJ00000066,PJ名PJ00000066,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000066,PJ名PJ00000066,単体テスト,2010/7/10,2010/7/10,100
PJ00000066,PJ名PJ00000066,結合テスト,2010/9/20,2010/9/20,100
PJ00000066,PJ名PJ00000066,総合テスト,2010/9/28,2010/9/28,100
PJ00000067,PJ名PJ00000067,機能設計,2010/4/26,2010/4/26,100
PJ00000067,PJ名PJ00000067,詳細設計,2010/5/10,2010/5/10,100
PJ00000067,PJ名PJ00000067,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000067,PJ名PJ00000067,単体テスト,2010/7/10,2010/7/10,100
PJ00000067,PJ名PJ00000067,結合テスト,2010/9/20,2010/9/20,100
PJ00000067,PJ名PJ00000067,総合テスト,2010/9/28,2010/9/28,100
PJ00000068,PJ名PJ00000068,機能設計,2010/4/26,2010/4/26,100
PJ00000068,PJ名PJ00000068,詳細設計,2010/5/10,2010/5/10,100
PJ00000068,PJ名PJ00000068,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000068,PJ名PJ00000068,単体テスト,2010/7/10,2010/7/10,100
PJ00000068,PJ名PJ00000068,結合テスト,2010/9/20,2010/9/20,100
PJ00000068,PJ名PJ00000068,総合テスト,2010/9/28,2010/9/28,100
PJ00000069,PJ名PJ00000069,機能設計,2010/4/26,2010/4/26,100
PJ00000069,PJ名PJ00000069,詳細設計,2010/5/10,2010/5/10,100
PJ00000069,PJ名PJ00000069,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000069,PJ名PJ00000069,単体テスト,2010/7/10,2010/7/10,100
PJ00000069,PJ名PJ00000069,結合テスト,2010/9/20,2010/9/20,100
PJ00000069,PJ名PJ00000069,総合テスト,2010/9/28,2010/9/28,100
PJ00000070,PJ名PJ00000070,機能設計,2010/4/26,2010/4/26,100
PJ00000070,PJ名PJ00000070,詳細設計,2010/5/10,2010/5/10,100
PJ00000070,PJ名PJ00000070,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000070,PJ名PJ00000070,単体テスト,2010/7/10,2010/7/10,100
PJ00000070,PJ名PJ00000070,結合テスト,2010/9/20,2010/9/20,100
PJ00000070,PJ名PJ00000070,総合テスト,2010/9/28,2010/9/28,100
PJ00000071,PJ名PJ00000071,機能設計,2010/4/26,2010/4/26,100
PJ00000071,PJ名PJ00000071,詳細設計,2010/5/10,2010/5/10,100
PJ00000071,PJ名PJ00000071,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000071,PJ名PJ00000071,単体テスト,2010/7/10,2010/7/10,100
PJ00000071,PJ名PJ00000071,結合テスト,2010/9/20,2010/9/20,100
PJ00000071,PJ名PJ00000071,総合テスト,2010/9/28,2010/9/28,100
PJ00000072,PJ名PJ00000072,機能設計,2010/4/26,2010/4/26,100
PJ00000072,PJ名PJ00000072,詳細設計,2010/5/10,2010/5/10,100
PJ00000072,PJ名PJ00000072,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000072,PJ名PJ00000072,単体テスト,2010/7/10,2010/7/10,100
PJ00000072,PJ名PJ00000072,結合テスト,2010/9/20,2010/9/20,100
PJ00000072,PJ名PJ00000072,総合テスト,2010/9/28,2010/9/28,100
PJ00000073,PJ名PJ00000073,機能設計,2010/4/26,2010/4/26,100
PJ00000073,PJ名PJ00000073,詳細設計,2010/5/10,2010/5/10,100
PJ00000073,PJ名PJ00000073,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000073,PJ名PJ00000073,単体テスト,2010/7/10,2010/7/10,100
PJ00000073,PJ名PJ00000073,結合テスト,2010/9/20,2010/9/20,100
PJ00000073,PJ名PJ00000073,総合テスト,2010/9/28,2010/9/28,100
PJ00000074,PJ名PJ00000074,機能設計,2010/4/26,2010/4/26,100
PJ00000074,PJ名PJ00000074,詳細設計,2010/5/10,2010/5/10,100
PJ00000074,PJ名PJ00000074,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000074,PJ名PJ00000074,単体テスト,2010/7/10,2010/7/10,100
PJ00000074,PJ名PJ00000074,結合テスト,2010/9/20,2010/9/20,100
PJ00000074,PJ名PJ00000074,総合テスト,2010/9/28,2010/9/28,100
PJ00000075,PJ名PJ00000075,機能設計,2010/4/26,2010/4/26,100
PJ00000075,PJ名PJ00000075,詳細設計,2010/5/10,2010/5/10,100
PJ00000075,PJ名PJ00000075,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000075,PJ名PJ00000075,単体テスト,2010/7/10,2010/7/10,100
PJ00000075,PJ名PJ00000075,結合テスト,2010/9/20,2010/9/20,100
PJ00000075,PJ名PJ00000075,総合テスト,2010/9/28,2010/9/28,100
PJ00000076,PJ名PJ00000076,機能設計,2010/4/26,2010/4/26,100
PJ00000076,PJ名PJ00000076,詳細設計,2010/5/10,2010/5/10,100
PJ00000076,PJ名PJ00000076,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000076,PJ名PJ00000076,単体テスト,2010/7/10,2010/7/10,100
PJ00000076,PJ名PJ00000076,結合テスト,2010/9/20,2010/9/20,100
PJ00000076,PJ名PJ00000076,総合テスト,2010/9/28,2010/9/28,100
PJ00000077,PJ名PJ00000077,機能設計,2010/4/26,2010/4/26,100
PJ00000077,PJ名PJ00000077,詳細設計,2010/5/10,2010/5/10,100
PJ00000077,PJ名PJ00000077,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000077,PJ名PJ00000077,単体テスト,2010/7/10,2010/7/10,100
PJ00000077,PJ名PJ00000077,結合テスト,2010/9/20,2010/9/20,100
PJ00000077,PJ名PJ00000077,総合テスト,2010/9/28,2010/9/28,100
PJ00000078,PJ名PJ00000078,機能設計,2010/4/26,2010/4/26,100
PJ00000078,PJ名PJ00000078,詳細設計,2010/5/10,2010/5/10,100
PJ00000078,PJ名PJ00000078,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000078,PJ名PJ00000078,単体テスト,2010/7/10,2010/7/10,100
PJ00000078,PJ名PJ00000078,結合テスト,2010/9/20,2010/9/20,100
PJ00000078,PJ名PJ00000078,総合テスト,2010/9/28,2010/9/28,100
PJ00000079,PJ名PJ00000079,機能設計,2010/4/26,2010/4/26,100
PJ00000079,PJ名PJ00000079,詳細設計,2010/5/10,2010/5/10,100
PJ00000079,PJ名PJ00000079,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000079,PJ名PJ00000079,単体テスト,2010/7/10,2010/7/10,100
PJ00000079,PJ名PJ00000079,結合テスト,2010/9/20,2010/9/20,100
PJ00000079,PJ名PJ00000079,総合テスト,2010/9/28,2010/9/28,100
PJ00000080,PJ名PJ00000080,機能設計,2010/4/26,2010/4/26,100
PJ00000080,PJ名PJ00000080,詳細設計,2010/5/10,2010/5/10,100
PJ00000080,PJ名PJ00000080,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000080,PJ名PJ00000080,単体テスト,2010/7/10,2010/7/10,100
PJ00000080,PJ名PJ00000080,結合テスト,2010/9/20,2010/9/20,100
PJ00000080,PJ名PJ00000080,総合テスト,2010/9/28,2010/9/28,100
PJ00000081,PJ名PJ00000081,機能設計,2010/4/26,2010/4/26,100
PJ00000081,PJ名PJ00000081,詳細設計,2010/5/10,2010/5/10,100
PJ00000081,PJ名PJ00000081,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000081,PJ名PJ00000081,単体テスト,2010/7/10,2010/7/10,100
PJ00000081,PJ名PJ00000081,結合テスト,2010/9/20,2010/9/20,100
PJ00000081,PJ名PJ00000081,総合テスト,2010/9/28,2010/9/28,100
PJ00000082,PJ名PJ00000082,機能設計,2010/4/26,2010/4/26,100
PJ00000082,PJ名PJ00000082,詳細設計,2010/5/10,2010/5/10,100
PJ00000082,PJ名PJ00000082,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000082,PJ名PJ00000082,単体テスト,2010/7/10,2010/7/10,100
PJ00000082,PJ名PJ00000082,結合テスト,2010/9/20,2010/9/20,100
PJ00000082,PJ名PJ00000082,総合テスト,2010/9/28,2010/9/28,100
PJ00000083,PJ名PJ00000083,機能設計,2010/4/26,2010/4/26,100
PJ00000083,PJ名PJ00000083,詳細設計,2010/5/10,2010/5/10,100
PJ00000083,PJ名PJ00000083,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000083,PJ名PJ00000083,単体テスト,2010/7/10,2010/7/10,100
PJ00000083,PJ名PJ00000083,結合テスト,2010/9/20,2010/9/20,100
PJ00000083,PJ名PJ00000083,総合テスト,2010/9/28,2010/9/28,100
PJ00000084,PJ名PJ00000084,機能設計,2010/4/26,2010/4/26,100
PJ00000084,PJ名PJ00000084,詳細設計,2010/5/10,2010/5/10,100
PJ00000084,PJ名PJ00000084,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000084,PJ名PJ00000084,単体テスト,2010/7/10,2010/7/10,100
PJ00000084,PJ名PJ00000084,結合テスト,2010/9/20,2010/9/20,100
PJ00000084,PJ名PJ00000084,総合テスト,2010/9/28,2010/9/28,100
PJ00000085,PJ名PJ00000085,機能設計,2010/4/26,2010/4/26,100
PJ00000085,PJ名PJ00000085,詳細設計,2010/5/10,2010/5/10,100
PJ00000085,PJ名PJ00000085,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000085,PJ名PJ00000085,単体テスト,2010/7/10,2010/7/10,100
PJ00000085,PJ名PJ00000085,結合テスト,2010/9/20,2010/9/20,100
PJ00000085,PJ名PJ00000085,総合テスト,2010/9/28,2010/9/28,100
PJ00000086,PJ名PJ00000086,機能設計,2010/4/26,2010/4/26,100
PJ00000086,PJ名PJ00000086,詳細設計,2010/5/10,2010/5/10,100
PJ00000086,PJ名PJ00000086,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000086,PJ名PJ00000086,単体テスト,2010/7/10,2010/7/10,100
PJ00000086,PJ名PJ00000086,結合テスト,2010/9/20,2010/9/20,100
PJ00000086,PJ名PJ00000086,総合テスト,2010/9/28,2010/9/28,100
PJ00000087,PJ名PJ00000087,機能設計,2010/4/26,2010/4/26,100
PJ00000087,PJ名PJ00000087,詳細設計,2010/5/10,2010/5/10,100
PJ00000087,PJ名PJ00000087,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000087,PJ名PJ00000087,単体テスト,2010/7/10,2010/7/10,100
PJ00000087,PJ名PJ00000087,結合テスト,2010/9/20,2010/9/20,100
PJ00000087,PJ名PJ00000087,総合テスト,2010/9/28,2010/9/28,100
PJ00000088,PJ名PJ00000088,機能設計,2010/4/26,2010/4/26,100
PJ00000088,PJ名PJ00000088,詳細設計,2010/5/10,2010/5/10,100
PJ00000088,PJ名PJ00000088,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000088,PJ名PJ00000088,単体テスト,2010/7/10,2010/7/10,100
PJ00000088,PJ名PJ00000088,結合テスト,2010/9/20,2010/9/20,100
PJ00000088,PJ名PJ00000088,総合テスト,2010/9/28,2010/9/28,100
PJ00000089,PJ名PJ00000089,機能設計,2010/4/26,2010/4/26,100
PJ00000089,PJ名PJ00000089,詳細設計,2010/5/10,2010/5/10,100
PJ00000089,PJ名PJ00000089,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000089,PJ名PJ00000089,単体テスト,2010/7/10,2010/7/10,100
PJ00000089,PJ名PJ00000089,結合テスト,2010/9/20,2010/9/20,100
PJ00000089,PJ名PJ00000089,総合テスト,2010/9/28,2010/9/28,100
PJ00000090,PJ名PJ00000090,機能設計,2010/4/26,2010/4/26,100
PJ00000090,PJ名PJ00000090,詳細設計,2010/5/10,2010/5/10,100
PJ00000090,PJ名PJ00000090,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000090,PJ名PJ00000090,単体テスト,2010/7/10,2010/7/10,100
PJ00000090,PJ名PJ00000090,結合テスト,2010/9/20,2010/9/20,100
PJ00000090,PJ名PJ00000090,総合テスト,2010/9/28,2010/9/28,100
PJ00000091,PJ名PJ00000091,機能設計,2010/4/26,2010/4/26,100
PJ00000091,PJ名PJ00000091,詳細設計,2010/5/10,2010/5/10,100
PJ00000091,PJ名PJ00000091,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000091,PJ名PJ00000091,単体テスト,2010/7/10,2010/7/10,100
PJ00000091,PJ名PJ00000091,結合テスト,2010/9/20,2010/9/20,100
PJ00000091,PJ名PJ00000091,総合テスト,2010/9/28,2010/9/28,100
PJ00000092,PJ名PJ00000092,機能設計,2010/4/26,2010/4/26,100
PJ00000092,PJ名PJ00000092,詳細設計,2010/5/10,2010/5/10,100
PJ00000092,PJ名PJ00000092,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000092,PJ名PJ00000092,単体テスト,2010/7/10,2010/7/10,100
PJ00000092,PJ名PJ00000092,結合テスト,2010/9/20,2010/9/20,100
PJ00000092,PJ名PJ00000092,総合テスト,2010/9/28,2010/9/28,100
PJ00000093,PJ名PJ00000093,機能設計,2010/4/26,2010/4/26,100
PJ00000093,PJ名PJ00000093,詳細設計,2010/5/10,2010/5/10,100
PJ00000093,PJ名PJ00000093,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000093,PJ名PJ00000093,単体テスト,2010/7/10,2010/7/10,100
PJ00000093,PJ名PJ00000093,結合テスト,2010/9/20,2010/9/20,100
PJ00000093,PJ名PJ00000093,総合テスト,2010/9/28,2010/9/28,100
PJ00000094,PJ名PJ00000094,機能設計,2010/4/26,2010/4/26,100
PJ00000094,PJ名PJ00000094,詳細設計,2010/5/10,2010/5/10,100
PJ00000094,PJ名PJ00000094,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000094,PJ名PJ00000094,単体テスト,2010/7/10,2010/7/10,100
PJ00000094,PJ名PJ00000094,結合テスト,2010/9/20,2010/9/20,100
PJ00000094,PJ名PJ00000094,総合テスト,2010/9/28,2010/9/28,100
PJ00000095,PJ名PJ00000095,機能設計,2010/4/26,2010/4/26,100
PJ00000095,PJ名PJ00000095,詳細設計,2010/5/10,2010/5/10,100
PJ00000095,PJ名PJ00000095,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000095,PJ名PJ00000095,単体テスト,2010/7/10,2010/7/10,100
PJ00000095,PJ名PJ00000095,結合テスト,2010/9/20,2010/9/20,100
PJ00000095,PJ名PJ00000095,総合テスト,2010/9/28,2010/9/28,100
PJ00000096,PJ名PJ00000096,機能設計,2010/4/26,2010/4/26,100
PJ00000096,PJ名PJ00000096,詳細設計,2010/5/10,2010/5/10,100
PJ00000096,PJ名PJ00000096,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000096,PJ名PJ00000096,単体テスト,2010/7/10,2010/7/10,100
PJ00000096,PJ名PJ00000096,結合テスト,2010/9/20,2010/9/20,100
PJ00000096,PJ名PJ00000096,総合テスト,2010/9/28,2010/9/28,100
PJ00000097,PJ名PJ00000097,機能設計,2010/4/26,2010/4/26,100
PJ00000097,PJ名PJ00000097,詳細設計,2010/5/10,2010/5/10,100
PJ00000097,PJ名PJ00000097,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000097,PJ名PJ00000097,単体テスト,2010/7/10,2010/7/10,100
PJ00000097,PJ名PJ00000097,結合テスト,2010/9/20,2010/9/20,100
PJ00000097,PJ名PJ00000097,総合テスト,2010/9/28,2010/9/28,100
PJ00000098,PJ名PJ00000098,機能設計,2010/4/26,2010/4/26,100
PJ00000098,PJ名PJ00000098,詳細設計,2010/5/10,2010/5/10,100
PJ00000098,PJ名PJ00000098,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000098,PJ名PJ00000098,単体テスト,2010/7/10,2010/7/10,100
PJ00000098,PJ名PJ00000098,結合テスト,2010/9/20,2010/9/20,100
PJ00000098,PJ名PJ00000098,総合テスト,2010/9/28,2010/9/28,100
PJ00000099,PJ名PJ00000099,機能設計,2010/4/26,2010/4/26,100
PJ00000099,PJ名PJ00000099,詳細設計,2010/5/10,2010/5/10,100
PJ00000099,PJ名PJ00000099,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000099,PJ名PJ00000099,単体テスト,2010/7/10,2010/7/10,100
PJ00000099,PJ名PJ00000099,結合テスト,2010/9/20,2010/9/20,100
PJ00000099,PJ名PJ00000099,総合テスト,2010/9/28,2010/9/28,100
PJ00000100,PJ名PJ00000100,機能設計,2010/4/26,2010/4/26,100
PJ00000100,PJ名PJ00000100,詳細設計,2010/5/10,2010/5/10,100
PJ00000100,PJ名PJ00000100,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000100,PJ名PJ00000100,単体テスト,2010/7/10,2010/7/10,100
PJ00000100,PJ名PJ00000100,結合テスト,2010/9/20,2010/9/20,100
PJ00000100,PJ名PJ00000100,総合テスト,2010/9/28,2010/9/28,100
PJ00000101,PJ名PJ00000101,機能設計,2010/4/26,2010/4/26,100
PJ00000101,PJ名PJ00000101,詳細設計,2010/5/10,2010/5/10,100
PJ00000101,PJ名PJ00000101,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000101,PJ名PJ00000101,単体テスト,2010/7/10,2010/7/10,100
PJ00000101,PJ名PJ00000101,結合テスト,2010/9/20,2010/9/20,100
PJ00000101,PJ名PJ00000101,総合テスト,2010/9/28,2010/9/28,100
PJ00000102,PJ名PJ00000102,機能設計,2010/4/26,2010/4/26,100
PJ00000102,PJ名PJ00000102,詳細設計,2010/5/10,2010/5/10,100
PJ00000102,PJ名PJ00000102,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000102,PJ名PJ00000102,単体テスト,2010/7/10,2010/7/10,100
PJ00000102,PJ名PJ00000102,結合テスト,2010/9/20,2010/9/20,100
PJ00000102,PJ名PJ00000102,総合テスト,2010/9/28,2010/9/28,100
PJ00000103,PJ名PJ00000103,機能設計,2010/4/26,2010/4/26,100
PJ00000103,PJ名PJ00000103,詳細設計,2010/5/10,2010/5/10,100
PJ00000103,PJ名PJ00000103,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000103,PJ名PJ00000103,単体テスト,2010/7/10,2010/7/10,100
PJ00000103,PJ名PJ00000103,結合テスト,2010/9/20,2010/9/20,100
PJ00000103,PJ名PJ00000103,総合テスト,2010/9/28,2010/9/28,100
PJ00000104,PJ名PJ00000104,機能設計,2010/4/26,2010/4/26,100
PJ00000104,PJ名PJ00000104,詳細設計,2010/5/10,2010/5/10,100
PJ00000104,PJ名PJ00000104,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000104,PJ名PJ00000104,単体テスト,2010/7/10,2010/7/10,100
PJ00000104,PJ名PJ00000104,結合テスト,2010/9/20,2010/9/20,100
PJ00000104,PJ名PJ00000104,総合テスト,2010/9/28,2010/9/28,100
PJ00000105,PJ名PJ00000105,機能設計,2010/4/26,2010/4/26,100
PJ00000105,PJ名PJ00000105,詳細設計,2010/5/10,2010/5/10,100
PJ00000105,PJ名PJ00000105,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000105,PJ名PJ00000105,単体テスト,2010/7/10,2010/7/10,100
PJ00000105,PJ名PJ00000105,結合テスト,2010/9/20,2010/9/20,100
PJ00000105,PJ名PJ00000105,総合テスト,2010/9/28,2010/9/28,100
PJ00000106,PJ名PJ00000106,機能設計,2010/4/26,2010/4/26,100
PJ00000106,PJ名PJ00000106,詳細設計,2010/5/10,2010/5/10,100
PJ00000106,PJ名PJ00000106,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000106,PJ名PJ00000106,単体テスト,2010/7/10,2010/7/10,100
PJ00000106,PJ名PJ00000106,結合テスト,2010/9/20,2010/9/20,100
PJ00000106,PJ名PJ00000106,総合テスト,2010/9/28,2010/9/28,100
PJ00000107,PJ名PJ00000107,機能設計,2010/4/26,2010/4/26,100
PJ00000107,PJ名PJ00000107,詳細設計,2010/5/10,2010/5/10,100
PJ00000107,PJ名PJ00000107,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000107,PJ名PJ00000107,単体テスト,2010/7/10,2010/7/10,100
PJ00000107,PJ名PJ00000107,結合テスト,2010/9/20,2010/9/20,100
PJ00000107,PJ名PJ00000107,総合テスト,2010/9/28,2010/9/28,100
PJ00000108,PJ名PJ00000108,機能設計,2010/4/26,2010/4/26,100
PJ00000108,PJ名PJ00000108,詳細設計,2010/5/10,2010/5/10,100
PJ00000108,PJ名PJ00000108,製造 (コーディング),2010/6/10,2010/6/10,100
PJ00000108,PJ名PJ00000108,単体テスト,2010/7/10,2010/7/10,100
PJ00000108,PJ名PJ00000108,結合テスト,2010/9/20,2010/9/20,100
PJ00000108,PJ名PJ00000108,総合テスト,2010/9/28,2010/9/28,100
PJ00000109,PJ名PJ00000109,機能設計,2010/4/26,2010/4/26,100
PJ00000109,PJ名PJ00000109,詳細設計,2010/5/10,2010/5/10,100
